index,frase_id,total_annotations,identidade,aparencia,papel_social,habilidades,valores,comportamentos,outros,valid_annotations,majority_vote,agreement_rate,frase,tem_padrao,real_class
1896,471801,2,1,0,1,0,0,0,0,2,identidade,50.0,"Minha vizinha,uma mulher casada,.",Female,sim
1897,471833,0,0,0,0,0,0,0,0,0,,0.0,"Não é de raça, porém ele é diferente.",Male,sim
1898,471914,3,2,0,1,0,0,0,0,3,identidade,100.0,Ela é casada e eu também sou.,Female,sim
1899,472019,0,0,0,0,0,0,0,0,0,,0.0,Silva homem forte.,Male,sim
1900,472026,3,1,0,0,1,0,1,0,3,identidade,50.0,Zé não era homem tolo.,Male,sim
1901,472093,1,0,0,0,0,0,1,0,1,comportamentos,50.0,Tá deixando ele louco.,Male,sim
1902,472118,3,1,2,0,0,0,0,0,3,aparencia,100.0,Tem tanta mulher bonita e cada vez chegando mais.,Female,sim
1903,472127,2,0,1,0,0,1,0,0,2,aparencia,50.0,Onde tem mulher bonita pode crê que to no meio.,Female,sim
1904,472138,3,1,0,0,1,0,1,0,3,identidade,50.0,Mas ela foi franca ao falar comigo.,Female,sim
1905,472227,3,1,1,0,1,0,0,0,3,identidade,50.0,Tem mulher maravilhosa.,Female,sim
1906,472373,2,0,2,0,0,0,0,0,2,aparencia,100.0,Com uma moça tão linda.,Female,sim
1907,472399,1,1,0,0,0,0,0,0,1,identidade,50.0,Esta mulher é mesmo especial.,Female,sim
1908,472400,5,1,1,0,1,0,2,0,5,comportamentos,100.0,Ela é safada sem qualidade nenhuma.,Female,sim
1909,472417,3,1,0,0,0,1,1,0,3,identidade,50.0,É vida de um homem sozinho.,Male,sim
1910,472446,2,1,0,0,0,0,1,0,2,comportamentos,50.0,ELE É LEVADO À BRECA.,Male,sim
1911,472493,1,0,0,0,0,0,1,0,1,comportamentos,50.0,Dançava véio com moça solteira.,Female,sim
1912,472494,4,2,0,2,0,0,0,0,4,identidade,100.0,E a rapaziada com mulher casada.,Female,sim
1913,472510,1,1,0,0,0,0,0,0,1,identidade,50.0,Pra mulher carente.,Female,sim
1914,472514,4,2,0,0,0,1,1,0,4,identidade,100.0,Ela é pura energia.,Female,sim
1915,472658,2,0,2,0,0,0,0,0,2,aparencia,100.0,"(Sendo mulher bonita,pode chover a vontade !).",Female,sim
1916,472659,5,1,2,0,2,0,0,0,5,aparencia,100.0,"Eu estou bem preparado,quero que chova á vontade,sendo de mulher bonita estou querendo tempestade,o fenômeno é raro,eu não sei se vai voltar,se for um sonho somente,peço encarecidamente,deixa eu dormir e sonhar..",Female,sim
1917,472721,3,1,2,0,0,0,0,0,3,aparencia,100.0,Uma moça encantadora na hora se ofereceu.,Female,sim
1918,472819,0,0,0,0,0,0,0,0,0,,0.0,Ela é beleza pura.,Female,sim
1919,472946,2,0,0,0,0,0,2,0,2,comportamentos,100.0,Qualquer homem fica louco.,Male,sim
1920,472964,3,1,0,0,1,0,1,0,3,identidade,50.0,Ela voou fiquei sozinho tô num desespero só.,Female,sim
1921,472989,4,2,0,1,0,0,1,0,4,identidade,100.0,"Sua filha é especial, adora minha mãe também.",Female,sim
1922,473025,1,0,1,0,0,0,0,0,1,aparencia,50.0,Aqui tem mulher bonita e cerveja gelada.,Female,sim
1923,473165,1,0,0,0,0,0,1,0,1,comportamentos,50.0,Pra apagar o fogo dessa moça é foda.,Female,sim
1924,473408,3,1,0,0,0,0,2,0,3,comportamentos,100.0,"-Alô meu povo, é hoje que o chão treme a casa cai, mulher dexo marido, filha mama no pai, só pra segui a turma do chapéu que sabe a onde vai.",Female,sim
1925,473410,4,1,1,0,1,0,1,0,4,identidade,50.0,"onde tem mulher bonita ja vou caindo na dança,.",Female,sim
1926,473417,4,2,2,0,0,0,0,0,4,identidade,100.0,"-Eu gosto de mulher alta, tanbem gosto das baixinhas,.",Female,sim
1927,473418,0,0,0,0,0,0,0,0,0,,0.0,"eu gosto de mulher magra, tanbem gosto das gordinhas, eu gosto de uma morena, sou tarado nas loirinhas, mas o que eu gostaria mesmo, é que eles fossem todas minhas.",Female,sim
1928,473438,4,1,2,0,0,0,1,0,4,aparencia,100.0,Ela é bonita e eu tô nesse rala e rola.,Female,sim
1929,473457,1,0,0,0,0,0,1,0,1,comportamentos,50.0,"Toda noite a mesma coisa, ela ta ficando desconfiada.",Female,sim
1930,473575,5,2,0,0,0,1,2,0,5,identidade,100.0,E eu casei com uma mulher ciumenta.,Female,sim
1931,473639,2,1,1,0,0,0,0,0,2,identidade,50.0,Minha namorada é uma gracinha.,Female,sim
1932,473646,5,1,2,0,0,1,1,0,5,aparencia,100.0,"Taca silicone, que ela fica bela.",Female,sim
1933,474294,3,0,0,0,1,0,2,0,3,comportamentos,100.0,Ricardão vai ficar louco com essa onça de batom.,Male,sim
1934,474484,2,1,0,0,0,0,1,0,2,identidade,50.0,Diz que a mulher apronta.,Female,sim
1935,474545,2,1,1,0,0,0,0,0,2,identidade,50.0,Da linda mulher gaúcha.,Female,sim
1936,474577,2,1,0,0,1,0,0,0,2,identidade,50.0,O homem rico tem medo de ficar pobre.,Male,sim
1937,474579,1,0,1,0,0,0,0,0,1,aparencia,50.0,eu ja sai com uma mulher bonita e quase.,Female,sim
1938,474962,3,1,2,0,0,0,0,0,3,aparencia,100.0,Mulher bonita está chegando de bando.,Female,sim
1939,475088,4,2,0,0,0,0,1,1,4,identidade,100.0,Eu arrumei um enguiço com uma mulher ciumenta.,Female,sim
1940,475097,1,0,0,0,0,0,1,0,1,comportamentos,50.0,Se ela continuar nervosa não sei se vou aguentar.,Female,sim
1941,475148,5,2,0,0,1,1,1,0,5,identidade,100.0,"tem alguem que eu adoro, ela é minha ilusão.",Female,sim
1942,475279,3,1,2,0,0,0,0,0,3,aparencia,100.0,onde tem mulher bonita eu não sinto solidão.,Female,sim
1943,475355,0,0,0,0,0,0,0,0,0,,0.0,Elas tão bem loucas.,Female,sim
1944,475540,3,1,1,0,0,0,1,0,3,identidade,50.0,Só ataca mulher boa.,Female,sim
1945,475561,1,0,0,0,0,0,1,0,1,comportamentos,50.0,Lima se ele é seu amigo.,Male,sim
1946,475679,3,1,2,0,0,0,0,0,3,aparencia,100.0,Terra de mulher bonita eu quase fiquei ali.,Female,sim
1947,475696,1,0,0,0,0,0,0,1,1,outros,50.0,eu que era um homem rude feito um touro de rodeio.,Male,sim
1948,475724,2,1,0,0,1,0,0,0,2,identidade,50.0,Pois ele está carregado.,Male,sim
1949,475766,2,0,0,0,0,1,0,1,2,valores,50.0,SEM ESSA MULHER NADA FAZ SENTIDO.,Female,sim
1950,475911,2,0,1,0,0,0,1,0,2,comportamentos,50.0,Gosto de mulher bonita.,Female,sim
1951,475915,3,1,2,0,0,0,0,0,3,aparencia,100.0,E quando mulher bonita.,Female,sim
1952,475958,2,1,0,1,0,0,0,0,2,papel_social,50.0,De abandonar minha esposa fiel.,Female,sim
1953,476020,1,0,1,0,0,0,0,0,1,aparencia,50.0,"Peão valente, cachaça e mulher bonita.",Female,sim
1954,476035,2,1,1,0,0,0,0,0,2,identidade,50.0,Pelo rodeio e pelas mulheres bonitas.,Female,sim
1955,476107,3,1,0,0,0,0,2,0,3,comportamentos,100.0,Mas ela inocente da realidade.,Female,sim
1956,476225,2,0,0,0,0,0,1,1,2,outros,50.0,E ela ficava sozinha.,Female,sim
1957,476343,2,0,2,0,0,0,0,0,2,aparencia,100.0,"Minha mulher é bonita, dessas de cair o queixo.",Female,sim
1958,476560,3,2,0,0,0,1,0,0,3,identidade,100.0,Mulher é coisa sublime.,Female,sim
1959,476580,2,0,2,0,0,0,0,0,2,aparencia,100.0,Vi muita mulher bonita.,Female,sim
1960,476604,2,0,1,0,0,1,0,0,2,valores,50.0,Homem chorando por uma mulher bonita.,Female,sim
1961,476607,2,1,0,0,0,0,1,0,2,comportamentos,50.0,Eu sempre fui um homem namorador.,Male,sim
1962,476767,1,0,0,0,0,0,0,1,1,outros,50.0,Aquela que o senhor foi avalista do sampaio.,Male,sim
1963,476852,3,1,2,0,0,0,0,0,3,aparencia,100.0,Onde tem mulher bonita.,Female,sim
1964,477118,1,0,1,0,0,0,0,0,1,aparencia,50.0,Não existe homem feio.,Male,sim
1965,477134,3,1,1,0,0,0,1,0,3,identidade,50.0,Quem quiser mulher bonita não poder ser ao contrario.,Female,sim
1966,477135,1,1,0,0,0,0,0,0,1,identidade,50.0,Essa é pura verdade mulher boa custa caro.,Female,sim
1967,477139,2,0,0,0,0,0,1,1,2,outros,50.0,As mulheres estão esperta quer bastante mordomia.,Female,sim
1968,477169,4,2,0,0,0,0,1,1,4,identidade,100.0,O moço zequinha amava a priminha.,Male,sim
1969,477311,1,0,1,0,0,0,0,0,1,aparencia,50.0,O clube estava lotado só tinha mulher bonita quanto ela pintou na fita.,Female,sim
1970,477390,3,0,2,0,0,0,1,0,3,aparencia,100.0,"Mulher bonita é um perigo, quando sai de mini saia.",Female,sim
1971,477392,1,0,1,0,0,0,0,0,1,aparencia,50.0,"Por uma mulher gostosa, gavião cai na arapuca.",Female,sim
1972,477395,3,0,2,0,1,0,0,0,3,aparencia,100.0,Mulher bonita é trem bão demais.,Female,sim
1973,477397,1,0,1,0,0,0,0,0,1,aparencia,50.0,Mulher bonita é jóia rara.,Female,sim
1974,477399,2,1,1,0,0,0,0,0,2,identidade,50.0,"Gosto de mulher bonita, mais eu sei bem onde eu piso.",Female,sim
1975,477402,5,2,0,1,0,1,1,0,5,identidade,100.0,"Mais se for mulher casada é cilada, é bravaiada, é gelada, é cãibra danada, to fora....",Female,sim
1976,477485,6,2,2,0,1,1,0,0,6,identidade,100.0,E se for mulher bonita eu aceito a companhia.,Female,sim
1977,477507,2,1,0,0,0,0,1,0,2,identidade,50.0,Pois sempre foi uma mulher carente.,Female,sim
1978,477523,3,2,0,0,0,0,1,0,3,identidade,100.0,Eta mulher chorona chora feito uma sanfona.,Female,sim
1979,477529,2,0,0,0,0,0,2,0,2,comportamentos,100.0,Mulher chorona chega de chorar.(2x).,Female,sim
1980,477536,2,1,0,0,0,0,1,0,2,comportamentos,50.0,Mulher chorona chega de chorar.(3x).,Female,sim
1981,477608,0,0,0,0,0,0,0,0,0,,0.0,A sua esposa querida.,Female,sim
1982,477622,2,1,1,0,0,0,0,0,2,identidade,50.0,Ela é morena dos olhos castanhos.,Female,sim
1983,477637,1,1,0,0,0,0,0,0,1,identidade,50.0,Tem tanta mulher boa.,Female,sim
1984,477650,2,1,0,0,0,0,1,0,2,identidade,50.0,Pode ser mulher comum.,Female,sim
1985,477752,5,2,2,0,1,0,0,0,5,identidade,100.0,"Ela é bonita, bonita até demais (repete).",Female,sim
1986,477924,1,0,1,0,0,0,0,0,1,aparencia,50.0,prefiro mulher bonita.,Female,sim
1987,478292,4,2,0,0,2,0,0,0,4,identidade,100.0,Ontem era um homem forte.,Male,sim
1988,478387,2,0,0,0,0,0,1,1,2,outros,50.0,as mulheres mal amadas.,Female,sim
1989,478554,3,1,0,0,0,0,2,0,3,comportamentos,100.0,Quem rouba mulher alheia.,Female,sim
1990,478594,5,2,0,2,1,0,0,0,5,identidade,100.0,Virão também do governo alguns homens importantes.,Male,sim
1991,478674,3,1,0,0,0,1,1,0,3,identidade,50.0,A mulher não é bola pra homem meter o pé.,Female,sim
1992,478681,2,0,2,0,0,0,0,0,2,aparencia,100.0,A mulher é a beleza mais perfeita desse mundo.,Female,sim
1993,478692,2,1,0,0,0,0,1,0,2,identidade,50.0,Quero ver se ele é valente trancado numa gaiola.,Male,sim
1994,478850,3,1,0,0,0,0,2,0,3,comportamentos,100.0,Sou um homem ciumento.,Male,sim
1995,478891,1,0,1,0,0,0,0,0,1,aparencia,50.0,Estou sentindo cheiro de mulher bonita.,Female,sim
1996,479037,1,1,0,0,0,0,0,0,1,identidade,50.0,"Essa mulher é viúva negra,.",Female,sim
1997,479100,2,0,0,1,0,0,1,0,2,comportamentos,50.0,E não tem marido bravo.,Male,sim
1998,479180,3,0,0,1,0,0,2,0,3,comportamentos,100.0,"Esse garoto e filho de mãe solteira,vive falando besteira e do meu pe ele não sai.",Female,sim
1999,479181,3,0,0,1,0,1,1,0,3,papel_social,50.0,A sua mãe vive cheia de esperança querendo minha herança mas disso não abro mão.,Female,sim
2000,479195,4,2,0,0,1,0,1,0,4,identidade,100.0,"Esse menino é esperto ate demais,onde eu vou ele vai e nao pára de me seguir.",Male,sim
2001,479197,1,1,0,0,0,0,0,0,1,identidade,50.0,"Acho que ela nao está boa da cabeça, mas antes que o mal cresca eu vo ter que me virar..",Female,sim
2002,479218,1,0,0,0,0,0,0,1,1,outros,50.0,No meio da rua tem mulher bonita.,Female,sim
2003,479420,4,1,0,1,0,1,1,0,4,identidade,50.0,A maior tristeza de um homem casado.,Male,sim
2004,479460,5,2,0,0,0,1,1,1,5,identidade,100.0,Ela é mala e não tem dó.,Female,sim
2005,479570,3,1,1,0,0,0,1,0,3,identidade,50.0,"Ela é tão linda, é tão meiga, é tão bela.",Female,sim
2006,479572,3,1,2,0,0,0,0,0,3,aparencia,100.0,"Ela é tão pura, de beleza tão singela.",Female,sim
2007,479713,3,1,2,0,0,0,0,0,3,aparencia,100.0,Por ela ser tão bonita você se apaixonou.,Female,sim
2008,479714,1,0,1,0,0,0,0,0,1,aparencia,50.0,Faz de conta que ela é feia e que você nunca amou.,Female,sim
2009,479732,4,1,0,0,1,1,0,1,4,identidade,50.0,Ela é a mulher que a vida inteira sonhei pra mim é brasa que queima dia e noite em meu coração.,Female,sim
2010,479754,2,1,1,0,0,0,0,0,2,identidade,50.0,"Minha mulher é baixinha, mas é o maior barato.",Female,sim
2011,479898,0,0,0,0,0,0,0,0,0,,0.0,Ela é safada mais eu gosto dela.,Female,sim
2012,479900,2,2,0,0,0,0,0,0,2,identidade,100.0,Ela é safada mas eu gosto dela.,Female,sim
2013,479903,2,0,0,0,0,0,2,0,2,comportamentos,100.0,Essa mulher é mesmo complicada.,Female,sim
2014,479904,4,2,0,0,0,0,2,0,4,identidade,100.0,Ela é safada bem pior que eu.,Female,sim
2015,479977,3,1,0,0,1,1,0,0,3,identidade,50.0,"A mulher mais amada deste mundo, mora lá em casa..",Female,sim
2016,480038,3,1,0,1,0,0,1,0,3,papel_social,50.0,"Mulher ingrata não me maltrata, tem dó de mim.",Female,sim
2017,480429,3,1,1,0,0,0,1,0,3,identidade,50.0,Se a mulher é boa a coisa fica feia.,Female,sim
2018,480522,2,0,0,0,0,0,1,1,2,comportamentos,50.0,Mulher solteira hoje arranja marido.,Female,sim
2019,480523,2,1,0,0,0,0,1,0,2,comportamentos,50.0,"Mulher sozinha tô na cola, tô na fita.",Female,sim
2020,480524,3,1,1,0,0,0,1,0,3,identidade,50.0,Eu tô querendo colo de mulher bonita.,Female,sim
2021,480758,3,1,1,0,0,0,1,0,3,identidade,50.0,"Mulher bonita e cerveja, coisas que não abro mão.",Female,sim
2022,480939,1,0,0,0,0,0,0,1,1,outros,50.0,O amor que sinto por ela é igual polia e correia.,Female,sim
2023,481043,2,1,0,0,0,0,0,1,2,outros,50.0,Ela é tempestade e eu sou furação.,Female,sim
2024,481169,3,0,1,0,0,1,1,0,3,aparencia,50.0,Mulher feia eu não agüento.,Female,sim
2025,481258,1,0,0,0,0,0,1,0,1,comportamentos,50.0,"Tô numa cilada, mulher casada cheira chumbo.",Female,sim
2026,481261,3,1,0,0,1,0,1,0,3,identidade,50.0,"Que o homem é brabo, que o homem é brabo.",Male,sim
2027,481270,5,2,2,1,0,0,0,0,5,identidade,100.0,A mulher é linda e o seu marido é um baita macho.,Female,sim
2028,481273,4,2,0,2,0,0,0,0,4,identidade,100.0,De hoje em diante mulher casada é homem prá mim.,Female,sim
2029,481274,3,0,0,2,1,0,0,0,3,papel_social,100.0,"Mulher casada cheira chumbo, cheira chumbo.",Female,sim
2030,481312,2,1,0,0,1,0,0,0,2,identidade,50.0,Mulher cheirosa....,Female,sim
2031,481320,1,0,1,0,0,0,0,0,1,aparencia,50.0,"Corpo de mulher bonita,.",Female,sim
2032,481328,3,1,2,0,0,0,0,0,3,aparencia,100.0,"Cheiro de mulher bonita,.",Female,sim
2033,481412,2,1,0,0,1,0,0,0,2,identidade,50.0,Ele é machão mas só bate em mulher.,Male,sim
2034,481504,3,1,0,0,0,0,2,0,3,comportamentos,100.0,"Ele muito enciumado, na hora virou uma fera.",Male,sim
2035,481631,7,2,2,0,0,1,2,0,7,identidade,100.0,"Mulher madura, bonita, inteligente.",Female,sim
2036,481708,2,1,1,0,0,0,0,0,2,identidade,50.0,Eu conheço um homem forte.,Male,sim
2037,481712,3,1,2,0,0,0,0,0,3,aparencia,100.0,Eu já vi mulher bonita.,Female,sim
2038,482088,1,1,0,0,0,0,0,0,1,identidade,50.0,Uma garota muito alegre e brincalhona.,Female,sim
2039,482098,4,2,1,0,0,0,1,0,4,identidade,100.0,Ela é briguenta mas eu não fico sem ela.,Female,sim
2040,482196,3,1,0,1,0,0,0,1,3,outros,50.0,Flertar mulher casada.,Female,sim
2041,482407,3,1,2,0,0,0,0,0,3,aparencia,100.0,"Aqui tem loira e morena, tem mulher grande.",Female,sim
2042,482411,3,0,2,0,0,0,1,0,3,aparencia,100.0,Com tanta mulher bonita é hoje que o trem apita.,Female,sim
2043,482687,3,0,2,0,0,0,1,0,3,aparencia,100.0,pra quebra galho não existe mulher feia.,Female,sim
2044,482809,1,0,0,0,0,1,0,0,1,valores,50.0,O homem é bicho tratante e vê no seu semelhante.,Male,sim
2045,482856,1,1,0,0,0,0,0,0,1,identidade,50.0,Se ele está feliz contigo.,Male,sim
2046,482857,4,0,1,0,0,0,2,1,4,comportamentos,100.0,E ela está feliz comigo.,Female,sim
2047,483131,5,1,0,2,0,0,2,0,5,papel_social,100.0,"Na arena do amor, ela é cobaia das suas vontades.",Female,sim
2048,483289,5,1,0,1,1,1,1,0,5,identidade,50.0,Meu pai era um homem forte.,Male,sim
2049,483290,2,0,1,0,0,1,0,0,2,aparencia,50.0,Minha mãe muito alegre e novinha.,Female,sim
2050,483429,2,1,0,0,0,0,0,1,2,identidade,50.0,"Homem sério de verdade,por ela se apaixona..",Male,sim
2051,483536,4,0,1,0,2,0,1,0,4,habilidades,100.0,Ela é fértil até demais..,Female,sim
2052,483600,1,1,0,0,0,0,0,0,1,identidade,50.0,A garota é cuca fresca..,Female,sim
2053,483613,3,1,0,0,0,1,0,1,3,identidade,50.0,Ela não tem nada fixo..,Female,sim
2054,483623,1,0,1,0,0,0,0,0,1,aparencia,50.0,Ela tá arrumadinha..,Female,sim
2055,483680,4,2,0,0,2,0,0,0,4,identidade,100.0,Ela é muito inteligente ela só falta fala.,Female,sim
2056,483707,4,2,0,0,1,1,0,0,4,identidade,100.0,"Com um rapaz importante, honesto e inteligente.",Male,sim
2057,483717,4,2,0,0,1,0,1,0,4,identidade,100.0,"O tal moço inteligente, honesto e importante.",Male,sim
2058,483858,4,2,1,0,0,0,1,0,4,identidade,100.0,Você é a mistura perfeita menina mulher.,Female,sim
2059,483942,3,0,2,0,0,0,1,0,3,aparencia,100.0,Por viver sempre cercado de mulher gostosa.,Female,sim
2060,483977,4,1,0,0,1,0,2,0,4,comportamentos,100.0,Essa vanera é pra menina carinhosa.,Female,sim
2061,484307,2,0,0,1,0,0,1,0,2,papel_social,50.0,Pra beijar minha mãe velha minha prenda e meus piás.,Female,sim
2062,484824,4,2,1,0,0,0,1,0,4,identidade,100.0,Homem fantasma apareça.,Male,sim
2063,485068,2,1,0,0,0,0,1,0,2,identidade,50.0,Ela é ciumenta mais eu sou gamado nela.,Female,sim
2064,485337,1,0,0,0,0,0,1,0,1,comportamentos,50.0,Noel vai trazer muito presente.,Male,sim
2065,485566,3,1,0,1,0,0,1,0,3,comportamentos,50.0,"Foge comigo mulher maravilha,.",Female,sim
2066,485742,3,1,0,0,0,0,2,0,3,comportamentos,100.0,Se o homem é traira.,Male,sim
2067,485752,1,1,0,0,0,0,0,0,1,identidade,50.0,Se o homem é safado.,Male,sim
2068,485762,2,0,0,1,0,0,1,0,2,comportamentos,50.0,Tem homem que esquece que a esposa é uma rainha.,Female,sim
2069,486124,5,1,1,0,1,1,1,0,5,identidade,50.0,"Eu sou mais forte que um touro, valente como um leão, mulher cheirosa e bonita comigo não tem perdão.",Female,sim
2070,486128,2,0,1,0,0,0,1,0,2,aparencia,50.0,"Não gosto de mulher feia, dessas bucha de canhão.",Female,sim
2071,486129,4,0,1,0,0,1,2,0,4,comportamentos,100.0,Gosto de mulher mimosa que me chama de tigrão.,Female,sim
2072,486252,3,2,0,0,1,0,0,0,3,identidade,100.0,Cuidado que essa moça é fatal.,Female,sim
2073,486668,3,1,0,0,0,0,2,0,3,comportamentos,100.0,"Eles eram leigos, por não saberem ler.",Male,sim
2074,486859,3,1,0,0,1,0,1,0,3,identidade,50.0,Ele é bom.,Male,sim
2075,486882,4,1,0,0,1,1,1,0,4,identidade,50.0,Ele é bom porque.,Male,sim
2076,486884,4,2,1,0,0,1,0,0,4,identidade,100.0,Ele é bom porque liberta.,Male,sim
2077,487163,2,1,0,0,1,0,0,0,2,identidade,50.0,Não sabiam que este homem tinha poder.,Male,sim
2078,487281,1,0,0,0,0,1,0,0,1,valores,50.0,Ele é o ar que eu respiro.,Male,sim
2079,487546,2,1,0,0,1,0,0,0,2,habilidades,50.0,Ele é poderoso.,Male,sim
2080,487639,0,0,0,0,0,0,0,0,0,,0.0,Ele é fiel e nunca deixa um filho seu sozinho com o.,Male,sim
2081,487992,1,0,0,0,0,0,1,0,1,comportamentos,50.0,Que ela fica doidinha.,Female,sim
2082,488113,5,1,2,1,0,0,1,0,5,aparencia,100.0,Eu vou atrás de rodeio e mulher gostosa isso é bom demais.,Female,sim
2083,488913,0,0,0,0,0,0,0,0,0,,0.0,Dá cachaça pra ela que ela bebe fica louca.,Female,sim
2084,489211,2,0,0,0,2,0,0,0,2,habilidades,100.0,"Por que ela é boa de mais,.",Female,sim
2085,490159,3,1,0,0,1,0,1,0,3,identidade,50.0,Ele desce confiante sabe que é mais uma prova.,Male,sim
2086,490374,4,1,0,1,1,1,0,0,4,identidade,50.0,"Ele é meu pastor nada vai faltar,.",Male,sim
2087,490973,2,0,0,0,0,1,1,0,2,valores,50.0,Jesus é feliz demais..,Male,sim
2088,490977,6,2,0,0,1,1,2,0,6,identidade,100.0,Jesus é feliz demais.,Male,sim
2089,491044,2,0,0,0,0,1,0,1,2,outros,50.0,"Senhor está comigo, não há o que temer.",Male,sim
2090,491112,3,1,0,0,0,0,2,0,3,comportamentos,100.0,"pra te guardar dos homens maus,.",Male,sim
2091,491276,4,0,0,0,1,1,2,0,4,comportamentos,100.0,As tuas lágrimas ele mesmo recolheu.,Male,sim
2092,491344,3,0,0,0,0,2,1,0,3,valores,100.0,"Jesus é feliz demais, eu sou feliz demais.",Male,sim
2093,491350,6,2,0,0,0,2,1,1,6,identidade,100.0,Jesus está comigo ele é o meu amigo.,Male,sim
2094,492584,1,0,1,0,0,0,0,0,1,aparencia,50.0,Gosto de mulher beleza gosto de mulher princesa.,Female,sim
2095,492586,3,1,1,0,0,0,1,0,3,identidade,50.0,Eu já tive mulher fina já tiver mulher menina.,Female,sim
2096,492810,1,0,0,0,0,1,0,0,1,valores,50.0,"Ele é justo, Ele é o forte, Ele é aquele que é fiel.",Male,sim
2097,492814,6,2,0,0,1,1,2,0,6,identidade,100.0,"Ele é o príncipe da paz, o.",Male,sim
2098,492854,2,0,0,0,0,1,1,0,2,valores,50.0,"Ele é digno de louvor e glória,.",Male,sim
2099,492938,2,0,0,0,1,1,0,0,2,habilidades,50.0,Ele vai cheio de poder.,Male,sim
2100,492997,4,0,0,1,1,0,1,1,4,papel_social,50.0,Quem é que ouve o choro da mulher esteril.,Female,sim
2101,493211,2,0,0,1,0,0,1,0,2,papel_social,50.0,Ele é especialista em curar.,Male,sim
2102,493221,2,0,0,1,1,0,0,0,2,papel_social,50.0,Ele é doutor especialista.,Male,sim
2103,493249,2,1,0,0,0,1,0,0,2,identidade,50.0,"Porque ele é grande, forte, cheio de poder.",Male,sim
2104,493289,2,0,0,0,0,2,0,0,2,valores,100.0,"É de vitória em vitória, sempre confiando, se jesus é comigo, não corro perigo em nenhum momento.",Male,sim
2105,493292,1,0,0,0,0,0,0,1,1,outros,50.0,"Jesus é comigo, estou protegido a todo momento.",Male,sim
2106,493430,1,1,0,0,0,0,0,0,1,identidade,50.0,"Ele é maior, maior que o inimigo.",Male,sim
2107,493446,5,2,0,0,0,2,1,0,5,identidade,100.0,Ele é fiel e nunca deixa um filho.,Male,sim
2108,494088,2,1,0,0,0,1,0,0,2,valores,50.0,Ele faz do homem fraco ficar forte.,Male,sim
2109,494203,2,1,0,0,0,1,0,0,2,identidade,50.0,Ó Senhora escuta minha oração ele é trabalhador.,Male,sim
2110,494435,2,1,1,0,0,0,0,0,2,identidade,50.0,Havia aqui um homem cego.,Male,sim
2111,494621,1,0,0,0,1,0,0,0,1,habilidades,50.0,No volante ele é o cara.,Male,sim
2112,494622,3,2,0,0,1,0,0,0,3,identidade,100.0,No romance ele é o cara.,Male,sim
2113,494723,2,1,0,0,1,0,0,0,2,identidade,50.0,"Ela é coroa, mas bate um bolão.",Female,sim
2114,494921,8,2,1,0,2,1,2,0,8,identidade,100.0,"É impressionante, ele é diferente.",Male,sim
2115,495388,2,0,0,0,0,0,2,0,2,comportamentos,100.0,No dia que eu como frango ela fica revoltada.,Female,sim
2116,495392,2,0,0,2,0,0,0,0,2,papel_social,100.0,Com a casa cheia de neto e nem uma filha casada.,Female,sim
2117,495500,1,0,1,0,0,0,0,0,1,aparencia,50.0,Tem muita moça bonita.,Female,sim
2118,495659,2,1,0,0,0,0,1,0,2,identidade,50.0,Por você ela foi desprezada.,Female,sim
2119,495788,4,1,0,0,1,0,2,0,4,comportamentos,100.0,É o carinho da mulher sincera.,Female,sim
2120,495848,2,0,0,0,0,1,1,0,2,valores,50.0,Que eu sou um homem sorridente.,Male,sim
2121,495867,2,0,1,0,0,0,0,1,2,outros,50.0,Boa noite pras moça bonita.,Female,sim
2122,495875,3,1,1,1,0,0,0,0,3,identidade,50.0,É lá que a moça bonita.,Female,sim
2123,495905,2,1,0,0,0,0,1,0,2,identidade,50.0,Da ilusão da moça nova.,Female,sim
2124,496037,2,1,0,0,0,0,0,1,2,outros,50.0,Uma mulher mais errante do que eu.,Female,sim
2125,496052,2,1,0,0,0,0,0,1,2,identidade,50.0,Porque o homem mesmo sendo um boêmio.,Male,sim
2126,496063,0,0,0,0,0,0,0,0,0,,0.0,Ele foi considerado.,Male,sim
2127,496072,3,2,0,0,0,1,0,0,3,identidade,100.0,Mas eu fiquei um homem imprestável.,Male,sim
2128,496100,0,0,0,0,0,0,0,0,0,,0.0,Como pode um homem rico.,Male,sim
2129,496287,1,1,0,0,0,0,0,0,1,identidade,50.0,Mulher seja preta ou branca.,Female,sim
2130,496579,3,1,1,1,0,0,0,0,3,identidade,50.0,Surgiu um moço granfino do meio da multidão.,Male,sim
2131,496619,2,1,0,1,0,0,0,0,2,identidade,50.0,Surgiu atrás do peão um homem rico importante.,Male,sim
2132,496646,3,0,1,0,0,0,2,0,3,comportamentos,100.0,Ele ficou tão contente.,Male,sim
2133,496775,2,1,0,0,0,0,1,0,2,identidade,50.0,A pobre mãe ficou louca este homem foi pra prisão.,Female,sim
2134,496780,6,1,1,1,1,1,1,0,6,papel_social,50.0,Conheci um moço pobre honrado e trabalhador.,Male,sim
2135,497288,1,1,0,0,0,0,0,0,1,identidade,50.0,Porque amanhã eu serei um homem casado.,Male,sim
2136,497293,4,1,1,0,0,0,2,0,4,comportamentos,100.0,Eu quero a tua imagem querida sempre presente.,Female,sim
2137,497297,3,1,0,0,0,1,1,0,3,identidade,50.0,"Aos carinhos teus, mulher errante.",Female,sim
