frase_id,frase,majority_vote
1312153,"baile com pouca mulher é fácil de arrumar encrenca,.",
1312156,ela veio sorridente com uma cara de....,aparencia
1312157,"puxa vida com ela tava linda,.",aparencia
1312355,Goiano é apaixonado e o mineiro não fica pra trás.,
1312404,A moça era milionária filha de um fazendeiro.,
1312405,O moço era bem pobre mas muito bom violeiro.,habilidades
1312416,E hoje por ele ser pobre.,identidade
1312469,O homem é preciso ter reservas de energia.,identidade
1312859,Fico de longe se acho mulher casada.,identidade
1313315,Mas eles estão enganados toda noite sou feliz.,outros
1313660,"Ah, ela é brincadeira, é porta bandeira.",identidade
1313746,"safada, manhosa, menina faceira.",identidade
1314159,"Ela pode, ela é top.",
1314164,Essa garota fascina.,identidade
1314786,Minha garota manhosa.,identidade
1314993,A mulher é coisa boa não existe discussão.,valores
1314995,E o homem fica preso já ta de papel passado.,identidade
1315004,Homem casado é aquele que leva doce na festa.,papel_social
1315048,Sou homem comum.,identidade
1315715,Ouvi a voz da menina mais carinhosa.,identidade
1315764,Sou o homem mais feliz do mundo.,identidade
1316038,mulher bonita de olhar esperto.,identidade
1316157,Homem manchudado sabe.,identidade
1316499,"Em breve o senhor padre, vai selar nossa união.",identidade
1316640,Em meu ombro ela foi carregada.,valores
1316757,"Será essa mulher querida, amante amiga desse meu viver.",papel_social
1316847,"sorrindo ela veio quase despida, se atirou nos meus braços ofereceu seu amor, sai arrassado daquele lugar, triste.",outros
1317556,Ela é alérgica de vários temperos.,outros
1317580,Eu queria ser um homem pássaro.,outros
1317693,Ela linda no altar.,aparencia
1317825,Parecia um menino inconsequente sem destino.,identidade
1318041,Essa moça tão linda nem sequer imagina.,identidade
1318080,Se ele ainda bate forte e diz que não passou.,habilidades
1318115,Safada manhosa menina faceira.,
1319297,Deus ela é igualzinha a você.,identidade
1319815,"Ninguém faz amor comigo do jeito que ela fez, ela é a bola da vez, ela é a bola da vez..",identidade
1319820,Ela tem o feitiço ela é dona do meu corpo e do meu coração..,identidade
1319836,"Ninguém faz amor comigo do jeito que ela fez, ela é a bola da vez, ela é a bola da vez.",identidade
1319996,Itaúna tem moça bonita.,aparencia
1320071,mulher bonita gente boa coisa fina.,aparencia
1320547,"Minha mulher é feia demais, mas tem dinheiro bisurdo!",identidade
1320554,Mas ela é cheia da nota e o meu nome tá crescendo.,habilidades
1320555,"Ela é tão feia, mas é de família nobre.",aparencia
1320559,"Minha mulher é feia, mas vamo lá minha gente!",aparencia
1320562,Ela estava enfuazada querendo me agredir.,comportamentos
1320565,Hoje estou rico e tenho mulher ciumenta.,habilidades
1320582,O meu chão sagrado de mulher bonita.,outros
1320767,"preciso lutar com a vida para lhe dar, mãe querida.",papel_social
1320875,Mais barato pra um homem roceiro.,identidade
1320963,Um homem apaixonado vai ficando intediado.,identidade
1321038,A moça é linda demais.,aparencia
1321039,Por uma mulher bonita.,aparencia
1321079,Tenho uma mulher bonita.,identidade
1321114,Com a mulher mais linda desta região.,aparencia
1321201,Ela vive tão distante.,aparencia
1321415,Cheguei a turma pra frente quero ver o homem valente.,identidade
1321469,Mulher é bom de mais eu quero é namora.,identidade
1321547,Ela é triste demais.,identidade
1321718,"Oh, minha mulher amante.",identidade
1322012,Ela era igual a você.,identidade
1322112,Maria agora está ficando muito rica.,habilidades
1322129,Sou italiano minha mãe é espanhola.,identidade
1322147,Ela é bonita e diz que me ama.,aparencia
1322150,Bonita de cima em baixo essa mulher é uma loucura.,aparencia
1322158,Ela é uma jóia rara não se encontra por ai.,identidade
1322776,Solidao é dor que vem pra machucar.,outros
1322962,No verão faz frio e quando é inverno ele fica quente..,outros
1323479,Um monte de menina linda vai cair na minha rede.,aparencia
1323579,A mulher mais feliz.,comportamentos
1323864,Eu era um homem feliz da vida.,identidade
1324020,Ele veio sozinho.,outros
1324400,Ela é a paz que está dentro de mim.,identidade
1324402,Ela é a essência desse amor que me domina.,identidade
1324405,Ela é a essência da minha felicidade.,identidade
1324406,Ela é a saudade.,valores
1324737,Se ela for cheirosa eu não posso resistir.,identidade
1324887,Machuca como é grande a dor.,outros
1324983,Que vem da mina mais bonita que se viu.,aparencia
1325182,Até as moça granfina.,identidade
1325246,Pois uma mulher ingrata fez morada no meu coração.,habilidades
1325308,Por mais que o homem tenta ser insuperável.,comportamentos
1325477,Homens honestos que lutaram pra vencer.,identidade
1325760,O fazendeiro homem rico e caprichoso.,identidade
1325834,Pois ele foi operário e hoje é um forte empresário.,papel_social
1325966,Essa moça caipira uma hora.,identidade
1325977,Não tô preocupado ela é minha rainha.,identidade
1326240,Ele passava folgado.,identidade
1326675,A mulher mais linda que adoro tanto.,aparencia
1326716,"Onde tem mulher bonita, to chegando pra ficar.",aparencia
1327422,Ela é jovem bonita é linda demais.,aparencia
1327428,Sabe de tudo mulher inteligente.,identidade
1327493,Eu gosto muito dela ela vai ser minha senhora.,identidade
1327700,ela sozinha estava na calçada.,outros
1327840,Só eu e ela sozinhos no carro.,identidade
1327994,"Pois era ela, minha esposa amante.",identidade
1328323,Ele é um cavalinho equipado.,identidade
1329108,Um dia desse ela chegou cheia de prosa.,comportamentos
1329113,"Ela muito assanhadinha, não deu pra segurá.",identidade
1329157,De ser um homem feliz em eterna união.,identidade
1329257,Isto ele mesmo afirmava.,outros
1329357,Ele é honesto é muito honrado.,papel_social
1329441,"Iraci, uma mulher fiel.",identidade
1329625,Ele é presente em qualquer lugar.,habilidades
1329758,Entre as flores da estrada ela é a rainha.,identidade
1329760,Se ela vive sozinha na carreta apaixonada.,identidade
1329858,Ela foi minha riqueza.,identidade
1329862,Mulher é a felicidade.,identidade
1329863,Mulher é a fonte do prazer.,identidade
1330650,"Ela dar pra nois que nois é patrao, ela da pra nois que nois é patrão ,ela da pra nois que nois é patrão olha a contravenção (bis).",identidade
1330833,"Gosto de mulher bonita, de viola e cantoria.",identidade
1330843,Dourado é um peixe que pula quando ele é bem fisgado.,identidade
1330852,Ela tá maluca.,comportamentos
1330861,Ela tá doida pra comprar.,comportamentos
1330917,moça tão bonita bonita chama minha atenção.,aparencia
1331186,"Ela,ela ela é uma cadela.",identidade
1331265,Tome cuidado com a mulher bandida.,identidade
1331276,Diz que ela é pura na gastura meu irmão.,identidade
1331579,"Ele é completo,.",identidade
1331789,"Menina piveta, da natureza divina.",identidade
1332035,Com a mãe loura você malha todo dia.,aparencia
1332042,E com a mãe loura calorias vai perdendo.,identidade
1332060,Com a mãe loira.,identidade
1332422,vem vem menina tarada.,comportamentos
1332715,Ele foi consciente é pra enxergar.,valores
1332944,"Porque ela é impossível,.",comportamentos
1332950,"Ela é impossível,.",identidade
1333109,Mina cheia de marra de bam.,comportamentos
1333627,Ela é surreal quando rebola senta e kika.,identidade
1333628,Ela é surreal que delicinha de menina.,aparencia
1333629,Ela é surreal com esse corpinho me alucina.,aparencia
1333630,Ela é surreal quando ela para empina assim.,habilidades
1333631,Ela é top capa de revista.,identidade
1333636,Ela é surreal.,identidade
1333800,ela quica ela quica ela quica assim.,comportamentos
1333843,"aí eu falei: 'porra, ela era bonitinha né, de roupa, vamo vê depois que ela fica pelada'.",aparencia
1334152,"Mina caolha,.",aparencia
1334157,"As mulher feia,.",aparencia
1334177,Mulher perneta.,identidade
1334181,As mulher feia.,aparencia
1334275,"Mas, se chegar outro, ela fica bolada.",comportamentos
1334495,"Viu pela foto uma mulher bonita, uma gatinha do corpo.",aparencia
1334505,"Mais quando tu viu, você gritou: Caraaaaaaaaacaaaaa, ela é feia demais.",identidade
1335925,Uma mulher quase nua.,identidade
1336038,Se minha mulher descobrir tô perdido..,comportamentos
1336962,"Na madrugada, Na favela, Mamada se desentoca, De vestido pequenininho, À procura de piroca, Os amigos 'tão' cheio de ódio, Cansado de trocar tiro, Elas são a solução e.",aparencia
1337230,ela contagiou geral.,habilidades
1337451,Tu quer se tonar mulher novinha?.,identidade
1337638,Que só quer homem casado.,
1338066,O namorado é meeeeeeu.,papel_social
1338111,ele é peludinho e gostosinho de apertar.,
1338274,"Chic é nada, ela é cachorra na.",identidade
1338292,"Na frente da familia, ela é comportadinha,.",
1338293,"matem o seu estilo: de garota patricinha,.",papel_social
1338308,ela é cachorra na.,comportamentos
1339812,"Ela é cínica, mas ela.",identidade
1339831,"Ela é quente, ela é carente.",identidade
1339832,Ela é a mistura mais potente.,
1340159,============ Refrão ==============.,outros
1340976,mas ela pressente que ele não existe.,valores
1341675,Ela é muito bonita podes crer que ninguém viu..,aparencia
1341772,Ela é muito bonita podes crer que ninguém viu.,aparencia
1341803,quatro paredes ela fico maluquinha e o pau no cinco ela.,comportamentos
1341872,Mais ela é muito feia.,aparencia
1341965,"Ela é muito engraçada,.",
1342115,"Ui, ui, ela quica.",habilidades
1342600,"Para o senhor estar comigo,.",comportamentos
1342746,Ele é o rei do quadradinho.,identidade
1342979,No baile ela ta louca.,comportamentos
1343214,Eita que mina maluca..,identidade
1343334,"que a fiel fala que ele é meu,.",outros
1343340,"Mas a fiel fala ele é meu,.",identidade
1343349,por qualquer mulher imunda.,aparencia
1343357,"a fiel fala ele é meu,.",comportamentos
1343457,Essa mina é uma uva.,aparencia
1343605,princesa natural.,identidade
1343895,"Ele era funkeiro, mas era pai de família..",identidade
1343912,Outros o criticavam porque ele era funkeiro..,identidade
1344501,"Seu menino lindo, seu menino lindo.",aparencia
1344502,Seu menino lindo.,aparencia
1344506,"Minha menina linda, minha menina linda.",aparencia
1344507,Minha menina linda.,aparencia
1344535,"Sou tua mina linda, sou tua mina linda.",aparencia
1344536,Tua mina linda.,aparencia
1344630,Eu sou diferente menina chapa-quente.,
1345165,Sai garoto chato.,comportamentos
1345500,Senhor cavaleiro da paz.,identidade
1345594,",entenda de uma vez ela é a mulher que tu quis.",papel_social
1345693,Deixa a mãe feliz e a família bem.,
1345810,E como é que eles fika mano ?.,outros
1345895,Hoje amanheceu e ela acordou disposta.,comportamentos
1345915,Amanheceu e ela acordou disposta.,comportamentos
1346098,"ela é impossível,.",identidade
1346279,Mano é mó beleza o cabelo da morena é lindo de natureza.,aparencia
1346320,Sua loira é muito feia ela é a loira do banheiro.,aparencia
1346357,Ela é tão branca que parece o vermelho.,aparencia
1346369,Deixa eu falar sua mina é muito feia.,outros
1346401,Mano aqui não assa tá ligado é desse jeito.,outros
1346479,Pra todas namorada maluca do.,comportamentos
1346486,homem casado ja tenho minha pretinha pra fazer.,papel_social
1346595,ela é cadela.,identidade
1346659,lá vem ela é a larguinha da favela.,identidade
1346678,lá vem ela é a larguinha da favelaaa.,
1346685,lá vem ela é a gatinha da favelaaa.,aparencia
1346718,Mas essas minas são sinistras e.,identidade
1346839,"Insiste que ela é feia, mas gosto não se discute.",aparencia
1346939,As mulheres safadinhas.,identidade
1347055,"Ela é impossível, que novinha terrível.",identidade
1347194,nois não é modelo porra so vamo faze um show.,identidade
1347454,Ai que homem gostoso.,identidade
1347559,"ela tá bolada,tá nervosa,tá querendo aparecer.",comportamentos
1347628,quanta mulher boa...ahahaha.,aparencia
1347633,Ela chata demais...,identidade
1347799,Uma mina tão linda fez eu me apaixonar.,aparencia
1347923,Nóis tem mulher coroa e já nem sei quantas novinhas.,identidade
1349192,Ela é negra.,identidade
1349275,Do meu lado me fazendo o homem mais feliz.,identidade
1349414,"Ela sobe ela desce, ela quica no meu.",outros
1349938,"Oh yes, essa garota é nota 10.",identidade
1349946,Eu conheci uma menina muito atraente.,aparencia
1350279,"bolada, ela tá nervosa, tá querendo aparecer.",identidade
1350352,Ela quer descer lindinha.,identidade
1350482,"É viciante, ela é feita de açúcar.",identidade
1350487,Ela é mais quente que pimenta malagueta.,aparencia
1350705,Com a mãe loira agacha e levanta..,aparencia
1350817,E ai mãe loira tá no ponto ?.,identidade
1350818,Com a mãe loira você malha todo dia.,aparencia
1350822,E com a mãe loira calorias vai perdendo.,
1351317,Senhor é digno de toda honra.,valores
1351351,Jesus sou enviado.,identidade
1351557,Nem toda mulher é vaca.,identidade
1351671,"O tatu foi homem pobre,.",identidade
1351694,VAI CUIDAR DA TUA MULHER SIRIGAITA ESSA POLACA.,outros
1351849,Ou um lenço de mulher vulgar.,identidade
1355078,Há muitos homens importantes.,aparencia
1355544,Todos as vezes que o homem velho.,identidade
1356197,"Veja bem, sou homem maduro.",identidade
1356276,Mas o rapaz ficou paralisado e em silêncio.,comportamentos
1356757,Um garoto imbecil a se repetir...,identidade
1357091,"E sim, ele estava tão feliz....",identidade
1357290,e elas são tão secas..,comportamentos
1357975,Mulher rendeira.,identidade
1358000,os pais da namorada libanesa.,papel_social
1359341,O Tião é um homem valente.,comportamentos
1359355,Se toda mulher é viúva negra.,identidade
1359363,É de homem vaidoso ou metrossexual.,identidade
1359371,"De mulher rica, livre e poderosa.",identidade
1359372,"Eu, homem objeto; ela mulher incompleta.",outros
1359382,Para seu desejo de mulher fatal.,identidade
1359393,"Quis ser feliz, pagou o preço.",identidade
1359843,Com a vida de homem casado.,papel_social
1359934,E você a musa imperadora dessa canção.,identidade
1360044,Não sou mais aquele moço afoito.,identidade
1360047,Com ela tem que ser moço arrojado.,aparencia
1360189,Olha pra esses homens sérios e seus futuros perfeitos..,identidade
1361945,Bueller está solto.,identidade
1362786,"Caymmi, a moça prosa.",identidade
1362787,E a musa inspiradora.,identidade
1362834,Que é todas elas juntas num só ser.,outros
1363111,Luiz hoje está feliz.,comportamentos
1364048,"ela andava livre pelas ruas,.",comportamentos
1365195,Ela é muito elegante.,identidade
1365881,Mas ele foi cruel com você.,comportamentos
1366202,menino genioso e impulsivo..,identidade
1367726,Dormia a nossa pátria mãe tão distraída.,comportamentos
1368349,Zumbi foi eleito.,habilidades
1371174,Ela é filha dos raios.,identidade
1371373,Oh filha mais bela do sangue.,aparencia
1371666,E as mãos delicadas de esposa carinhosa.,habilidades
1371745,Se os homens não aram desertos;.,identidade
1372092,E às suas coxas de mulher fatal.,identidade
1372149,Ou se ela foi fiel.,valores
1372439,Nosso cheiro de homem bruto.,identidade
1372472,Que você é mulher moderna.,comportamentos
1372538,Menina moça brincando.,comportamentos
1372837,Ela é sua felicidade impossível.,identidade
1372847,Feito um homem estranho ao mundo.,identidade
1373501,"""Senão é como amar uma mulher só linda.",outros
1374666,Ela é minha delícia.,identidade
1374671,Ela é minha festa.,identidade
1374677,Ela é minha sina.,identidade
1374685,Ela é minha orgia.,identidade
1375003,Toda ela bela.,identidade
1375042,Ele é um jogador acima da média fora do normal.,habilidades
1375044,Mas todos querem ver ele dar show ele é o artista.,valores
1375633,Tanto faz se o rei pirateou.,comportamentos
1376420,Da garota bonita esnobando a loser.,aparencia
1377208,"Moça flor, tem a cor do amor.",identidade
1377212,"Moça flor, esta lágrima pura.",identidade
1377216,"Moça flor, tem a cor do amor...",identidade
1377307,"Vai correndo ver como ela está feia,.",aparencia
1378661,Mas ninguém repara que ele está pelado.,outros
1378939,Tantos homens virtuais.,identidade
1379096,Será que ele ainda tá muito zangado comigo.,comportamentos
1379799,Bebete vamos simbora!.,outros
1380413,Do homem terrível.,identidade
1381025,Vai cuidar da tua mulher sirigaita esta polaca.,comportamentos
1381040,"As moças já estão rosadas, também com tanta grossura.",aparencia
1381338,Com passarinheiro e mulher sardenta é bom se cuidar.,comportamentos
1381595,O CORPO DA PRINCESA NA RAIZ DA MANDIOCA E RÊ.,outros
1381695,Jorge sou dragão.,comportamentos
1381767,Ele é um herói.,identidade
1382170,Por trás de um homem triste há sempre uma mulher feliz.,outros
1382171,E atrás dessa mulher mil homens sempre tão gentis.,outros
1382826,"Pra que se preocupar, Jesus está presente.",valores
1382860,"Ele foi humilhado, pisoteado, tudo por nós.",outros
1383200,Ele é o dono da vitória.,valores
1383208,Senhor é poderoso.,
1383492,Feito ela ser macio.,aparencia
1385529,"ela é surda, ela é muda.",identidade
1385540,"ela é cega, ela é burra.",identidade
1386836,Grita mulher velha grita:.,aparencia
1387590,Mãe amorosa.,identidade
1388665,Ela é maldade em estado puro.,identidade
1388675,Ela é a cidade.,identidade
1389167,Da menina feia querendo casar.,aparencia
1389168,"Da mulher cansada, louça pra lavar.",papel_social
1389840,Ela é culpada eu eu eu boi.,identidade
1391001,Eu sei que na verdade ele é filho do javé.,identidade
1391129,A minha filha mais velha.,papel_social
1391321,E a menina bonita girando o cabelo.,aparencia
1391335,Liga pro seu amigo e diz que ele é irmão.,papel_social
1391373,E a menina triste morrendo de rir.,comportamentos
1391619,Que a moça triste ia sorrir.,comportamentos
1391712,Mas não é uma sapa atoa cuida da filha mais bela.,valores
1391733,E já bateu pra ela sou atleta de primeira.,identidade
1392231,O meu corpo ele tocô.,comportamentos
1392280,Belinho ta lotado.,comportamentos
1392425,Senhor limpa o seu coração.,valores
1393580,E quando era moço foi soldado.,identidade
1393691,homem decente.,identidade
1393734,Sua mulher antiga.,identidade
1394033,Senhor preciso tanto entregar o meu coração.,valores
1394445,Vejo homens verdes.,identidade
1396041,"Ele é sexy, Ele é sexy, Ele é sexagenário (2X).",aparencia
1396079,Que ela é dona do chuá.,identidade
1396290,Orejebola.,outros
1396685,Janaína é passageira.,
1397498,Bicho feroz é mulher mal amada.,identidade
1397661,Homem quando ama fica cego.,comportamentos
1397895,Moça muito nova é chave de cadeia.,papel_social
1399126,A garota mais linda.,identidade
1399969,Minha musa viro escravo teu.,
1399978,"Ela é carioca, ela tem tempero.",identidade
1399979,Ela é a dona desse rio de janeiro.,habilidades
1399980,"Ela é carioca, ela é o samba.",identidade
1399982,Ela é bamba e ninguém manda.,identidade
1399996,"Ela é carnaval, ela tem paixão.",identidade
1399997,"Ela é sensual, fora do normal, bate o coração.",aparencia
1400561,Nois é moço pra casar.,
1400674,E eu só quero elas nuas quando isso acabar yah.,outros
1400978,Tem que ficar esperto e escolher a mina certa.,outros
1401071,Eu acabo bem suado e ela bem despida.,comportamentos
1402168,pela filosofia de platão é fácil conquistar alguém.,outros
1405358,Ela fica mais bonita.,aparencia
1406663,E só ver mulher nua na.,outros
1406677,Ele é fingido.,valores
1406750,"Ela é má, pode até te dar um choque..",identidade
1406762,Deus do ceu como ela é maldosa.,valores
1407477,Mãe maiamba que comanda o centro.,identidade
1407887,Menina tão linda que alucina.,aparencia
1407949,"Menina muito linda, por favor não se iluda.",aparencia
1407961,ela desce gostoso.,habilidades
1409018,Mulher insatisfeita é um perigo.,
1410914,Ela é sofisticada.,identidade
1410915,"E mesmo em cima da mesa, ela é delicada.",identidade
1411171,Veria que ele é o cara errado.,outros
1411208,"Que tava fácil, que ela tava afim.",comportamentos
1411591,Se tem mulher fruta.,identidade
1411592,Agora tem mulher muamba.,identidade
1412826,Ela é mistério esse jeito sério.,identidade
1412830,Ela é tão bonita que até.,aparencia
1412833,Ela é teimosa ela é toda prosa.,identidade
1412840,Pega essa menina segura esse peão.,outros
1412847,Aposto que ela é pura emoção.,identidade
1413222,"Ela é atriz, ela faz cena,.",identidade
1413318,Ela é deusa do amor.,identidade
1413957,Ela é feita de açúcar.,identidade
1413958,Ela é pura sedução.,aparencia
1413960,É a moça mais bonita que eu já vi no.,aparencia
1414144,Ela tá maravilhosa.,outros
1414148,Ela tá pura malícia.,comportamentos
1414154,Ela tá top de mais.,identidade
1414313,Deixou ela sozinha.,comportamentos
1414882,"Ela é linda,.",identidade
1414998,"Sou tão comum, ela é diferente.",aparencia
1415059,Tá na orelha da minha mulher direto.,comportamentos
1415131,O homem é meio misterioso.,identidade
1415134,Ter a filha tão bacana pela qual me apaixonei.,identidade
1416079,Que mulher diferente.,
1416178,"Na moral, essa menina ela 13, ela louca.",identidade
1416271,"Ela é linda, mas interesseira.",valores
1416589,Ela é cidade eu sou fazenda.,valores
1416590,Eu sou cachaça ela é nutella.,
1417355,Mas ela quis dormir sozinha.,comportamentos
1418218,"Ela é coberta de ouro, a deusa da ostentação.",identidade
1418262,Toda a banda agora ta tocando um batidão.,outros
1418284,Ela é aposentada mãe.,papel_social
1418319,Tereza é danada demais.,comportamentos
1418758,"Ela é internacional, ela é tipo.",identidade
1418997,E se ele perceber vai dar ruim.,outros
1419036,"Tá top sensual, ela tá deliciosa.",identidade
1419277,Um garoto imperfeito não merece seu amor.,outros
1419536,Ela tava certinha a farra já tava marcada.,identidade
1420719,"Se acha, ela é uma gata.",outros
1420721,E ela é uó do borogodó.,identidade
1420822,Esse homem é cego.,identidade
1421102,Minha mulher é só pressão.,papel_social
1421486,Ela é linda charmosa é uma.,aparencia
1421628,Ela linda no altar toda de branco.,aparencia
1421646,Na mesa só mulher gata.,aparencia
1421666,"Ai danada, que mina maluca!.",identidade
1421679,"Ela tá maluca, ela tá doidinha.",identidade
1421681,"Ela tá doidona, fora da casinha.",identidade
1421755,É o preço do pecado quando o homem é ateu.,valores
1422014,O senhor está comigo.,valores
1422195,Terra de mulher bonito fiquei lá uma semana.,aparencia
1422505,"Você é do tipo mulher fatal, desejo animal.",aparencia
1423777,"As meninas soltinhas, os parceiros pegando.",comportamentos
1423857,Torcendo pra que ela mesma descubra no meu jeito de.,comportamentos
1424571,Mas ela é muito safada.,comportamentos
1424611,"Ela é bandida, ela é descarada.",comportamentos
1424872,E tá rolando no twitter que eu deixo as meninas loucas.,comportamentos
1424908,"Ela é gostosa demais, a gata é um tesão.",
1424911,Pois ele é ciumento e vai fazer confusão.,identidade
1425035,O meu sonho de menino era ser um peão.,
1426122,Que faz ela feliz.,outros
1426137,Que faz ela feliz!.,identidade
1426523,Essa minha namorada não larga do meu pé.,papel_social
1426605,"Mas ela é safadinha, é sapequinha.",comportamentos
1426610,"Ela é safadinha, é assanhadinha.",comportamentos
1426617,"Mas ela é safadinha, é assanhadinha.",identidade
1426622,"Ela é assanhadinha, é patricinha.",identidade
1426848,"Bull, quanta mulher boa.",aparencia
1426852,"A mais top da galaxia, ela é pura tentação.",identidade
1426874,cachaça e mulher bonita são a minha perdição..,comportamentos
1427620,Isso não é coisa de mulher casada.,
1427977,Um menino sonhador também aprendeu a voar.,valores
1429196,uma mulher perfeita e ainda não achou.,identidade
1429375,"Que havia um homem d'água ai, ai.",identidade
1429407,Porque o homem d'água.,identidade
1430322,Eu vou arrumar outra moça bonita.,aparencia
1431515,tem muita mulher bonita e muito homem solteiro.,aparencia
1431669,sem ela estou sozinho.,identidade
1432613,Ela era minha vida mandava em meu coração.,identidade
1432666,Eu conheço mulher feia.,aparencia
1432677,Sapateia mulher feia.,aparencia
1432729,E toda vez que vê uma mulher bonita.,aparencia
1433136,Ela é sensacional.,identidade
1433150,Ela é boa de cama.,
1433300,Ele não vai fazer feio.,comportamentos
1433399,ela fica triste e chora e me pede pra ficar.,comportamentos
1433599,Uma mulher tão bonita e atraente.,aparencia
1433799,Ao receber a notícia ele ficou desesperado.,habilidades
1433922,Ela é uma loucura.,comportamentos
1434105,Eu conheci uma menina atraente.,identidade
1434200,Não olha em mulher casada.,identidade
1434367,"É a mulher brasileira, rainha do carnaval.",identidade
1434371,"É a mulher brasileira, é fogo de sedução.",identidade
1434435,"Uns acham o cacete lindo, outros acham ele feio,.",aparencia
1434549,Ali existia uma moça bonita.,aparencia
1434557,Ele muito tímido porém satisfeito.,identidade
1434576,Quando fica preto ele é mais bonito.,aparencia
1434977,"Basta só eu dar um toque, ela fica esperta.",
1435074,Por eu ser um moço forte.,identidade
1435107,Mulher engabela a gente.,identidade
1435142,E todas elas são eternas.,
1435330,Hoje ela veio quase louca de desejo.,identidade
1435593,Eta homem tagarela deixa eu ver a novela....,comportamentos
1435692,"Mau, que menino mau.",identidade
1435753,se ele é indefinido.,valores
1436189,"Ela é clichê, é complicada, mas no fundo.",identidade
1436190,Ela só quer ser amada.,identidade
1436191,"Ela é clichê, e é perfeita.",identidade
1436266,Quem tiver mulher bonita cuidado que eu levo embora.,comportamentos
1436670,Que a mulher moderna.,comportamentos
1436673,O homem maduro entrou em ação.,comportamentos
1436734,da menina gostosa que rebola.,aparencia
1436775,Tem mulher bonita.,aparencia
1436886,A minha namorada era legal.,comportamentos
1436888,Que ela é cara de pau.,identidade
1436921,Tô procurando essa menina sapeca.,identidade
1437002,Se me ver com mulher feia.,aparencia
1437516,Ela está sempre presente.,identidade
1437716,Se a moça linda procura paixão.,identidade
1437889,Ele é o bão só ele sabe de tudo.,habilidades
1437900,Mulher bonita quer ficar do seu lado.,identidade
1437963,Vem uma cerveja e elas tão loucas.,comportamentos
1438887,Era a garota mais feia da escola.,aparencia
1438910,Mas ela se tornou garota popular.,papel_social
1439269,"Aonde tá a galera, tem mulher boa eu vou pra lá.",aparencia
1439275,"Ó menina linda, vem cá, quero do teu beijo provar.",aparencia
1439683,Só que ela é frigideira.,identidade
1440054,Que ela tá livre como um passarinho.,valores
1440488,Sai fora garota não vivo de ilusão.,outros
1441672,De onde é que vem essa garota tão bonita?.,aparencia
1441816,"Lá só vai mulher bonita, lá é só felicidade,.",identidade
1441960,Eu tenho uma filha linda que se chama.,aparencia
1442596,"Ela é bruxa, mas é linda.",aparencia
1442856,Nem ela é santa.,identidade
1443099,Tudo que ela não gosta ela vai ficar maluca.,comportamentos
1443201,Essa mulher é louca por você.,comportamentos
1444101,Mulher bonita muita grana na parada.,identidade
1444108,Se me ver com mulher feia pode separar que é briga.,aparencia
1444359,Luciana é alegria.,identidade
1444380,Essas minas tão armadas.,comportamentos
1444466,Se os trem que ela faz é bão.,habilidades
1444486,Se os trem que ele faz é bão.,outros
1445282,Não sei se ela é pedra noventa.,outros
1446502,com uma mulher tão bela....,aparencia
1446617,Janaína era menina.,identidade
1447389,Maria era linha de frente.,papel_social
1447392,"Menina carente, veio do.",comportamentos
1447510,"Tudo pra ele é real, para o povo é só fetiche.",comportamentos
1448101,A filha é bacana.,
1449095,Pedra sol rei solar.,identidade
1449898,"AÍ ELE QUIS LOGO BRIGA , TU TINHA QUE TÁ LÁ PRA VER , USEI DE CARA CAPOEIRA ,DEPOIS DEI UM CATERETÊ , MANDEI-LHE UM VATAPÁ NA CARA E UM ACARAJÉ PRA REBATER , ENTÃO ELE CORREU PRO MATO.",comportamentos
1449911,São eles velhos malandros maneiros.,identidade
1449939,São eles velhos malandros maneiros....,comportamentos
1450279,Senhoras dona de casa.,identidade
1450371,Com essa cara de menino cínico.,aparencia
1451418,E ela é soberana.,identidade
1451433,Pois ela é pura prenda.,identidade
1451987,"Ele cheio de experiência, conhece a ciência de improvisar com inteligência muita competência, não perde a cadencia ele saber versar..",identidade
1452272,"Tião motorista tire, tire ê ê, mãe menininha e seus laôs.",outros
1452524,"Mulher melhor, mulher.",outros
1452532,Salve a mulher brasileira.,
1452607,"Vai um rapaz delicado, de olhar espichado, imagine pra quem.",aparencia
1453156,Se o amor no moço velho.,valores
1456059,Uma mulher brasileira.,identidade
1456069,Uma mulher cigana.,identidade
1456848,A tua mina é maneirona.,comportamentos
1457128,Os homens maus não tinham compaixão.,identidade
1457215,A nossa energia ela é muito maior.,identidade
1457250,Meu amor por ela é forte.,outros
1457365,Ela não larga mais.,habilidades
1457389,Ele não dá mole.,habilidades
1457404,Ele é o rei da pista.,identidade
1457406,Ele é fundamental.,identidade
1457407,Ele é solidário.,identidade
1457419,Minha mina é feia mas não tem problema.,aparencia
1457422,Eu sei que ela é feia mas eu dou valor.,aparencia
1457430,Caiu na teia de uma mina feia.,
1457618,Ele tá junto sempre firme.,comportamentos
1457644,A noite ela é uma estrela.,identidade
1457925,Joana é preciso compreender.,outros
1457928,Ela é difícil de se convencer.,comportamentos
1457929,Ela é igual a urubu.,identidade
1458124,Tem mãe preta na cozinha.,identidade
1458511,Ele é o rei do.,identidade
1461711,"Ela é campeã, um pedaço de maçã, um arraso no pedaço.",outros
1461721,Â“oh menina gostosa que passa cheirosa.,aparencia
1461754,Ela é bipolar.,identidade
1461922,Mademoiselle és capaz de me fazer sorrir.,outros
1462031,"Meia-noite ela jura eterno amor,.",comportamentos
1462189,Inteligente ela é muito sensual.,aparencia
