frase_id,frase,majority_annotation
1057972,"E ele é feliz, ele é feliz.",sim
1057973,"E ela é feliz, ela,ela.",sim
1057981,Então ele é suspeito.,sim
1058233,Mara oh mulher maravilhosa.,sim
1058447,"Menina gostosinha, eu sou o seu neguinho.",sim
1059836,Corpo nu deusa lunar.,sim
1061643,Ele é meu boy.,sim
1062909,Ela é guerreira.,sim
1062910,Ela é uma deusa.,sim
1062911,Ela é mulher de verdade.,sim
1062917,Ela é discreta.,sim
1062929,Mesmo ele sendo irreal.,sim
1064149,"que ela é linda, ela é sua.",sim
1064471,Ela pode ser bonita.,sim
1065556,EU SÓ SEI ELA É DEMAIS.,sim
1065558,"FAÇO ASSIM ""Ô"", ELE É DEMAIS.",sim
1065559,"ELE É DEMAIS, ELE É DEMAIS..",sim
1065560,TIPO ASSIM ELE É DEMAIS.,sim
1065561,"ELA É DEMAIS, ELA É DEMAIS..",sim
1065562,TIPO ASSIM ELA É DEMAIS.,sim
1065568,"ELE É DEMAIS, MUITO DEMAIS.",sim
1065570,"ELA É DEMAIS, MUITO DEMAIS..",sim
1065599,ELE É DEMAIS.,sim
1065601,ELA É DEMAIS.,sim
1066597,Que mulher decente fica na cozinha.,sim
1066622,Ele é um fantoche?.,sim
1067722,O menino franzino do morro.,sim
1067730,Sou menino humilde de um país.,sim
1068527,O homem era feliz enquanto deus assim quis..,sim
1068758,Ela agora é importante.,sim
1069456,Eles estão doidinhos.,sim
1070571,Menina tão dengosa.,sim
1071367,Quando a menina travessa.,sim
1072494,Pra uma menina linda.,sim
1073150,"Menina bacana, me leva pro.",sim
1073530,Menina é bacana me enrola na cama me namora.,sim
1073710,porque o homem quando está apaixonado.,sim
1073917,uma moça pantaneira.,sim
1074283,Vem ver o céu a deusa nua.,sim
1074399,Se ele fôr dançador.,sim
1076021,Sou um menino pobre.,sim
1076030,Com esses meninos pobres.,sim
1076035,Esta dor de um menino pobre.,sim
1077274,Esqueço tudo sou um menino feliz.,sim
1078084,Mulher sou a receita pra curar a tua dor.,sim
1080518,sou um homem apaixonado(apaixonado).,sim
1080616,Ele fica doente chorando de dor.,sim
1081374,Mulher grande ou pequena.,sim
1081483,Tenho falado à mulher companheira.,sim
1082301,Ele é dono do mundo e eu sou filho do dono..,sim
1083112,"Nunca vi mãe amorosa, dos filho não ter saudade.",sim
1083969,"é que ninguem tem nadahaver com meus problemas,,até de mim eu consegui me esconder,,,mais esse homem forte tão determinado,,que pode tudo não aceita se entregar.",sim
1084160,um homem sofredor.,sim
1084181,"|Eu estou perdido, nem sei que dia é hoje da semana.",sim
1084455,o menino estava vivo.,sim
1084721,Não entendo você com seu jeito de ser de menina manhosa.,sim
1085286,Se ela não fosse casada.,sim
1085421,Pode maltratar você já não é mais mulher sentimental.,sim
1085895,Que ela já foi esquecida.,sim
1087212,eu não tenho culpa se elas tem sexto sentido.,sim
1087601,você é do tipo mulher fatal...,sim
1088278,UMA MOÇA MUITO LINDA.,sim
1088547,ELA É DONA DE MIM.,sim
1089350,Senhora é a luz do meu caminho.,sim
1089372,Ele é dono do mundo e eu sou filho do dono.,sim
1089528,Conhecido homem bravo.,sim
1089672,De moça namoradeira.,sim
1089993,É uma mulher envolvente.,sim
1090408,mulher feia fica linda veja o que a cachaça faz.,sim
1090751,Quem me vê com mulher feia pode crer que eu to doente.,sim
1090896,"Ele é seu amigo, seu namorado.",sim
1091389,Menina maluquinha.,sim
1091929,Homem é o animal da terra que mais manda.,sim
1092424,"Domingo lá vem ela caminhando sempre bela, me consolar.",sim
1092615,Faz algum tempo que ele anda descontente.,sim
1093123,Já está preparada a mulher mais amada.,sim
1093130,Na hora do amor você é mulher amante menina.,sim
1094767,"Deus me livre desse cara, ele é nó cego.",sim
1096495,Nunca vi mãe amorosa.,sim
1098018,Viola eu me lembro ainda ela estava tão linda naquela janela.,sim
1098716,"Mulher bonita e viola,.",sim
1100466,Seria um homem muito feliz.,sim
1100880,Ou serei o homem mais triste da terra sem você aqui.,sim
1101436,"Eu chego junto, ó menina doida, como é que eu fico?.",sim
1101657,Ela só quer ser feliz.,sim
1102111,Minha mulher faceira.,sim
1102304,Em homenagem a menina mais amada.,sim
1102721,Se na verdade não andiantou nada ser mulher direita.,sim
1102853,Com seu jeito de mulher amante.,sim
1104341,"com tanta mulher bonita,.",sim
1104680,e dar pra ele a mulher mais perfeita.,sim
1105185,Surgiu um moço grã-fino no meio da multidão.,sim
1105979,homem maduro mas na sua frente.,sim
1105984,sou homem maduro mais na sua frente.,sim
1106511,Ele era um rei.,sim
1106513,Ele foi filho de carpinteiro.,sim
1106518,Mas na vida ele foi doutor.,sim
1106891,Joia adorada namorada amante.,sim
1107076,Estoura essa champanhe que elas ficam louca.,sim
1107532,"Eles são bravos, são tão fortes,.",sim
1107535,Eles são pura emoção.,sim
1107548,São sempre meninos cowboys.,sim
1107555,"Menina moça, loucamente apaixonada.",sim
1107943,Eu sou um moça sincera.,sim
1109060,Ele melhor que eu.,sim
1109121,"homem objeto, quero ser um cara serio amarrar meu.",sim
1109706,Só sei que ela é linda demais.,sim
1109709,Aquela menina misteriosa.,sim
1110099,As meninas ficam louca.,sim
1110292,"Ela tá solteira, ela não tem dono...",sim
1110294,"Ela é muito top, essa mina é sensacional.",sim
1110301,"Musa perfeita, ela incendeia.",sim
1110518,"Ela é exigente, só toma bebida quente,.",sim
1110526,"O menina exigente, ela só toma destilado.",sim
1111052,Era minha mulher feia torcendo a minha orelha.,sim
1111394,Adeus rainha mato-grossense.,sim
1112142,Vem me namorar e vem ser a minha menina mulher.,sim
1112157,"Ele é malhado, eu sou gordinho,.",sim
1112159,"Eu sou gordinho, ele é malhado,.",sim
1112705,Pára de me olhar com esse jeitinho de mulher carente querendo beijinho.,sim
1113808,A mulher honesta de um homem ruim.,sim
1113901,Eu nunca quis ter comigo uma mulher preferida.,sim
1114083,A menina mais querida que me dá inspiração.,sim
1114097,Menina bonita você não me ama.,sim
1114418,Porque um homem verdadeiro sabe caminhar.,sim
1114435,Na moça alegre que pedia pra me acompanhar.,sim
1114587,Eu era um bom moço caseiro e certinho.,sim
1114710,Eu nunca passei tão bem com farra e mulher bunita.,sim
1115116,Homem esperto é aquele que não trabalha.,sim
1115524,"eu so um rapaz solteiro,.",sim
1115636,"Um homem forte e guerreiro,.",sim
1115640,"Me faça mais positivo, homem forte.",sim
1115839,"Só tem mulher bunita, só mulher sapeca.",sim
1115918,"Ele fica sozinho, mas carrega no peito a certeza.",sim
1116060,Mulher bonita e gostosa já peguei mais de mil.,sim
1116220,Minha mulher é parceira.,sim
1116401,Primeira vez que este homem forte e matuto.,sim
1116640,O gosto de uma família é ver a filha bem casada.,sim
1116794,Ela é minha lágrima mesmo sendo prazer.,sim
1116992,Pagando amor à mulher estranha.,sim
1117038,Sou um homem não sou mais menino.,sim
1117695,Sabendo que ela é comprometida.,sim
1117741,"Não tenho culpa, se você a moça crente.",sim
1117819,Ela tem seus defeitos de mulher explosiva.,sim
1117908,Ela era quase criança.,sim
1118059,mulher feia.,sim
1118175,Ela é muito boa.,sim
1118176,Que ela é tranqueira e que 'nois' dois não entoa.,sim
1118178,Ela é muito boa (3x).,sim
1118184,Ela é casada e seu marido é 'brabo'.,sim
1118193,Ela é muito boa (2x).,sim
1118203,Ela é muito boa(2x).,sim
1118325,Onde tem mulher baixinha tem relia e desaforo.,sim
1118328,"Amor de mulher usguenta, catinga, jaratataca.",sim
1118699,conheci o namorado da minha filha caçula.,sim
1118950,"A tereza tá junto, ela é feliz e eu demais com ela.",sim
1119039,Cheio de mulher bonita e as minhas modas cantando.,sim
1119601,Foi me mostrando a menina baladeira que cê é.,sim
1119616,"Deixa ela dançar, deixa ela ser feliz.",sim
1119617,Se alguém falar que ela é vulgar não sabe o que diz.,sim
1119679,Mas só a mulher goiana.,sim
1119681,"Mulher bonita e gostosa, já peguei mais de mil.",sim
1119686,Mas descobri que ela não era comportada.,sim
1119715,Ele é feijão com arroz.,sim
1119727,João já ta veiáco.,sim
1119879,Grande rei violeiro que hoje descansa em paz.,sim
1120401,"Santa me consola, me ajude a vender a viola pra salvar minha mãe querida..",sim
1120477,Muita mulher bonita.,sim
1120730,"Porque ela é pistoleira,.",sim
1120736,"Ela é ligeira,.",sim
1121874,Ele é único e me diz.,sim
1121888,Wiski do bom e mulher bonita.,sim
1121895,Eu tô com ela porque ela é rica.,sim
1121906,"É muito feia, ela é uma traira, é o clone da lacraia,.",sim
1122451,No meu ver a mulher é a dama.,sim
1122500,Fui um grande homem feliz ao seu lado.,sim
1122712,É que esse homem é fraco por um silicone.,sim
1122985,Ela é bonitinha.,sim
1122986,"Ela só tá magrela,.",sim
1123342,"Peguei loira e morena, mulher grande e pequena.",sim
1123529,Essa mulher é fatal um terror.,sim
1123734,A mulher mais linda que eu conheci....,sim
1123903,"Não existe mulher feia, se for também não me importa.",sim
1123981,Eu sou bilhete ela é a loteria.,sim
1124261,Ela é caolha tem unha encravada boca desdentada barriga dobrada tirando a camisa o peito bate no chão ela.,sim
1124395,"Brasil de mulher bonita mais igual aqui não há,.",sim
1124508,Mais comigo ela foi malvada e me deixou no abandono.,sim
1124644,Eta mulher xucra.,sim
1124649,A mulher sertaneja.,sim
1124650,Na beleza ela é campeã.,sim
1125519,Senhora dona eu lhe dou meu coração.,sim
1125523,Senhora deusa da paixão.,sim
1125528,Senhora dona da paixão...,sim
1126524,Qual mulher sensacional - ponto e vírgula.,sim
1126814,"Garota boa, está pra mim,.",sim
1127122,"Tem tanta garota roxa,.",sim
1127708,Ó que dama divinal!.,sim
1128109,"Sou moça decente,.",sim
1128779,Ela foi culpada !.,sim
1128787,"A princesa morena,.",sim
1130290,"Quando a mulher é boa,.",sim
1130294,"Também quando ela é feia,.",sim
1130787,"O vovô sempre foi, um homem feliz,.",sim
1131239,"no mis das vezes ela anda distante,.",sim
1131263,Legião de homens negros como a noite.,sim
1131289,Musa libérrima audaz.,sim
1131293,A tribo dos homens nús.,sim
1131297,"Homens simples, fortes, bravos.",sim
1131302,Viveram moças gentis.,sim
1131508,ele vem seguro e vencendo estrada e muro.,sim
1131660,"São menina amarela, metade de gente.",sim
1131661,"São menino safado, levado, insolente.",sim
1132502,"Com tanta mulher boa,.",sim
1133182,Se assustou com a moça linda.,sim
1133204,Que os homens tão loucos.,sim
1133423,"Vem, meu menino vadio,.",sim
1133504,"Todo dia ele faz diferente,.",sim
1133815,Veja como ele está lindo.,sim
1134413,"Rainha negra da voz, mãe de todos nós....",sim
1135963,Ele é dono do meu destino até o fim.,sim
1135994,"Oxum era rainha,.",sim
1136617,"Essa mulher é muito boa,.",sim
1137085,"Esse menino é gay,.",sim
1137089,"Um dia ele é gatinho,.",sim
1137090,"No outro ele é gatão,.",sim
1137180,"Que garota boa,.",sim
1137314,És um senhor tão bonito.,sim
1137764,Bárbara é santa que me clareia (2x).,sim
1137774,Bárbara é santa que me clareia.,sim
1138058,Ele é casado e eu sou a outra na vida dele.,sim
1138060,Ele é casado e eu sou a outra que o mundo difama.,sim
1138247,"Meninos maus, mulheres nuas.",sim
1138275,E ele é meu rapaz.,sim
1138642,"Garota boa, é quem comanda a guarnição,.",sim
1139132,Ela é da bossa e o marido é um boçal!.,sim
1139152,"O homem pode ser careca,.",sim
1139545,"Legiões de homens negros como a noite,.",sim
1139568,"Musa libérrima, audaz!.",sim
1139572,A tribo dos homens nus....,sim
1139576,"Homens simples, fortes, bravos....",sim
1139582,Viveram moças gentis....,sim
1139989,"Moças operárias, prostitutas meninas.",sim
1139993,A mulher brasileira.,sim
1140208,Mulher mais adorada!.,sim
1140509,"Dorme, menino grande.",sim
1140956,"Leopoldo é homem sossegado,.",sim
1141870,"Ele vem feliz, pois ele vem voltando.",sim
1141912,"Sempre menina franzina, traquina.",sim
1142006,"Tudo são trechos que escuto, vem dela, pois minha mãe é minha voz, como será que isso era?",sim
1143372,"Olha a moça bonita vestida de branco,.",sim
1143377,"E a moça bonita, desceu a ladeira,.",sim
1143383,"A moça bonita enfeitou os cabelos,.",sim
1143618,"Ela nervosa, enfim,.",sim
1144336,Mas o seu marido era rude e calado.,sim
1144776,"Ilumina, ilumina, ilumina, senhora divina, ilumina.",sim
1145593,"Ele é sonho, é som, é sol, é cor, é vida.",sim
1145792,Da mãe preta carinhosa.,sim
1146209,"Ela não quer ser vedete, não !.",sim
1147008,Com você sou um homem forte.,sim
1147364,"Com você, sou um homem forte.",sim
1147616,Vou proteger nossa filha indefesa.,sim
1147662,E desde então o moço bonitão.,sim
1147852,"Ele é casado e eu sou a outra,.",sim
1148392,Ele é o homem.,sim
1151314,Homem bom.,sim
1151397,E o homem virgem que tinha aqui.,sim
1151944,Que ele está apressado.,sim
1152098,De quem falo ele é feio e bonito.,sim
1152107,Ela é carioca da gema.,sim
1152127,Ela é total colorida.,sim
1152603,Mulher amada (mulher amada).,sim
1153075,"Menina linda, por que me olha?.",sim
1154432,"Menina bonita bordada de flor,.",sim
1154433,Menina bonita bordada de flor..,sim
1155736,Um homem bom.,sim
1156047,Ele é meu homem.,sim
1156218,A mina bela de pele lisa.,sim
1157158,"Miguel é bom barqueiro, Aleluia.",sim
1157203,Ele é filho do mestre.,sim
1158843,Desde menina sou búzio da minha terra.,sim
1159838,"Com tanta mulher bonita,.",sim
1160219,"Mulher casada,.",sim
1160228,"Homem casado,.",sim
1160371,"Com mulher rica,.",sim
1160925,senhores ingratos..,sim
1161260,Ela acorda mais bonita.,sim
1161384,Eu sou um homem comum.,sim
1162425,Criança menina flor.,sim
1162601,Ele agora é um passarinho.,sim
1162773,Tu és minha menina caprichosa.,sim
1163165,A mulher é chata e o cachorro late.,sim
1163169,A mulher tá gorda e a mãe dela é sogra.,sim
1163257,"Que ele é tão sincero,não deve findar.",sim
1165564,Esse menino é show.,sim
1166247,É uma menina bonita.,sim
1166698,é quando ele é sincero.,sim
1167544,"Rei morto, rei posto.",sim
1167928,"O moço ficou tão empolgado,.",sim
1168991,O menino é o dono do mundo.,sim
1169820,e tem conversas com a mãe ausente.,sim
1173493,Para a filha predileta.,sim
1173498,A nossa princesa nagô.,sim
1173620,Ele é livre como os ventos.,sim
1175542,No caminho dessa cidade as mulheres são morenas.,sim
1176039,Ela é humana e é divina essa voz.,sim
1176041,Ela é a voz de todos nós.,sim
1176748,Então pensei: ela é bela.,sim
1177061,Ela é a cobra do meu paraíso.,sim
1177062,Ela é a dobra do meu paraíso.,sim
1177063,Ela é a sobra do meu paraíso.,sim
1177064,Ela é a sombra do meu paraíso.,sim
1177065,Ela é a cobra.,sim
1177720,Eu queria ser como ele assim cruel como o mundo.,sim
1177737,Eu queria ser assim como ele cruel como o mundo.,sim
1177794,Vem justiceira mãe majestosa.,sim
1177959,"Homem feliz, mulher carente.",sim
1178449,Ela entra divina beleza em meu coração.,sim
1178698,Moço lindo do.,sim
1180069,Ele dançava bem melhor.,sim
1180143,Filho de mãe solteira.,sim
1181175,Soldado menino soldado de louça.,sim
1181304,Um velho e pobre homem estanca.,sim
1181552,Ela é a cara do custo de vida.,sim
1183197,A mãe me ensina que ela é bela.,sim
1183204,Mulher e homem é o amor.,sim
1183230,A mãe ensina que ela é sábia.,sim
1183302,E lá vai menino lambendo podre delícia.,sim
1185274,Ela brilha igual mussafera.,sim
1185607,Mina interessante.,sim
1185893,Ela tá muito louca.,sim
1185917,Ela tá mó brisada.,sim
1185983,Essa garota parecia forte.,sim
1187079,"Olha, será que ela é moça, será que ela é triste.",sim
1187227,E o menino brasileiro.,sim
1189008,A garota mais bonita também era a mais rica.,sim
1189219,Uma garota bacana.,sim
1189874,Menina bonita com o céu azul.,sim
1189875,Ela é uma beleza.,sim
1190437,Pois ele é guerreiro.,sim
1190438,Ele é bandoleiro.,sim
1190439,Ele é justiceiro.,sim
1190440,Ele é mandingueiro.,sim
1190446,"Pois ele é sentimental, é humano, é nobre,.",sim
1190880,"""Ele é um homem e entende tudo"".",sim
1191488,"a (ha) mulher ideal, assim.",sim
1191492,a(ha) mulher ideal não tá ai.,sim
1191500,a(ha) mulher ideal não tá aí.,sim
1193062,"Cuidado, com ela bela menina,.",sim
1193063,"Cuidado, pois ela é palestina..",sim
1193070,"Quando ela larga seu fuzil e quase nua,.",sim
1193084,"Cuidado, pois ela é palestina.",sim
1194386,E um homem é mais sólido que a maré.,sim
1195106,Ela é mais sentimental que eu!.,sim
1195932,O menino mais bonito que me apareceu.,sim
1196505,Um homem sábio nunca vai se entregar.,sim
1196886,Ela é toda dor e toda mágoa.,sim
1197401,Desses homens sórdidos.,sim
1199709,A minha mina é figurativa.,sim
1199713,a minha mina é maluca.,sim
1200102,Ele é claro e é negro e na noite.,sim
1200882,E o homem é mau.,sim
1201937,Eu descobri um mundo teu e ele é manso.,sim
1202250,"Ó, minha menina bonitinha eu te dei.",sim
1202259,"Ó, minha menina bonitinha, eu te dei.",sim
1202540,Um homem bem mais feliz.,sim
1202693,Que eu sou teu homem vil.,sim
1205700,De braços abertos essa mãe ossuda.,sim
1205910,"Nega, menina direita.",sim
1206179,Ele não é viado.,sim
1207491,Se o homem nasceu bom.,sim
1208142,Ele era tão pobre que seu dinheiro.,sim
1208145,Ele era tão cego que só via.,sim
1208148,Ele era tão frágil.,sim
1208152,Ele era tão triste que não podia.,sim
1208158,Ele era tão normal.,sim
1208714,Ela era tão bonita que ensandecia a tropa.,sim
1208726,Ela é a moça certa carregando aquela tocha.,sim
1209798,senhora datilógrafa anota aí na máquina.,sim
1210711,Ele quer ser famoso ele quer ser pop star.,sim
1210832,"O garoto prodígio, perdeste o dom.",sim
1210839,Pra um rapaz tão viril.,sim
1210976,talvez uma garota estranha.,sim
1211215,Pra comprovar que as meninas tem melhor educação.,sim
1212653,Ele está preocupado em dar o dinheiro.,sim
1212909,"Para mim ele é lindo, para outros talvez.",sim
1214289,Ele é o bom é o bom demais.,sim
1214630,Ele é dono de tudo.,sim
1214634,Ele é o dono da festa.,sim
1214636,Ele sempre está certo.,sim
1214638,Ele é o maioral.,sim
1214639,Ele é o bonzão.,sim
1214659,Ele é o campeão.,sim
1215300,O homem branco e o homem negro.,sim
1215499,O Rei está nu.,sim
1216346,Por uma mulher fria.,sim
1217029,"o homem nú estava preso, o homem nú se libertou.",sim
1217030,"o homem nú está aqui, o homem nú te faz tão mal.",sim
1217031,porque tanto desconforto com o homem nú?.,sim
1217035,"o homem nú assaltou um banco, o homem nú perdeu a razão.",sim
1217040,o homem nú subiu ao palco e fez o que você não quis.,sim
1217041,o homem nu não te tocou mas você se sentiu invadido.,sim
1217043,o homem nu rasgou a bíblia mesmo não tendo religião.,sim
1217206,"E ai poderemos sorrir como mulheres negras,.",sim
1218366,Seremos homens melhores.,sim
1219027,"E os seus amigos, eles são patéticos demais pra mim..",sim
1219284,"Eles são caretas, doentes, não sabem ver beleza.",sim
1219691,Elas já estão prontas!.,sim
1221433,Uma mulher gostosa sentou ao meu lado.,sim
1221508,Ela é uma mulher que tem personalidade.,sim
1221516,Ela é sinistra e eu admiro ela demais.,sim
1221545,"Ela é parceira, ela é gostosa.",sim
1221546,"Se garante, é poderosa, ela é mulher, ela é sagaz.",sim
1222841,"Sua trança bonita, ela é badauê.",sim
1222857,Menino baiano tem um jeito de dançar.,sim
1223207,"Cheiro, de uma princesa linda.",sim
1224758,"Eles são legais, além do mais,.",sim
1224886,Ela era a filha mais bela.,sim
1224943,Ele é careta.,sim
1224946,Ela é um capeta.,sim
1224949,Ele é porreta.,sim
1224958,Ela é fumeta.,sim
1224961,Ele é um planeta.,sim
1224987,E ela é um capeta.,sim
1225000,E ela é fumeta.,sim
1225004,Mas ele é um planeta.,sim
1230439,"um estudante, uma mulher sozinha.",sim
1233067,primeiro ele foi sonhado lá no céu.,sim
1233959,Da nossa mãe preta bahia.,sim
1234085,armário de mulher dama.,sim
1234547,Tipo senhorita criticada quando atual.,sim
1234767,Eles são tão complicados.,sim
1234795,"Mulher fatal, menininha indefesa.",sim
1235579,Ele é profundo mano.,sim
1235746,Elas são autoria do sono.,sim
1235794,As mina louca pra tirar a roupa.,sim
1236062,"Ela é linda, ela é diva ela sabe e gosta.",sim
1236192,"Linda, ela incrivel tipo a minha melhor rima.",sim
1236211,"Mas ela era tão linda, então não entendia.",sim
1236298,Eles tão incriveis pra mim.,sim
1236781,Mulher é verdade.,sim
1238669,Moça preta do curuzú.,sim
1239196,"não são fáceis, eles são difíceis.",sim
1239286,Por que tenho a princesa mais linda.,sim
1239439,sua menina loca.,sim
1239457,"Menina linda eu te adoro, aahh.",sim
1239458,"Menina pura como a flor, uououou,ah.",sim
1239464,Menina linda do cateretê.,sim
1239496,Paulo é samba no berço da madrugada.,sim
1239551,Menina bela.,sim
1239887,Em donzelas tímidas.,sim
1240344,"Se ela é dança, se ela é grude.",sim
1240449,"a esperança perdida, de um homem carente.",sim
1241480,Ela canta lindo.,sim
1241724,"Somos deusas, mulheres incríveis.",sim
1241728,Todas deusas são mulheres.,sim
1242105,Que ela já era morta tava livre da ilusão.,sim
1243163,vê gente nova mulheres bonitas.,sim
1243511,Pois ele foi tão covarde levou minha alegria.,sim
1243661,Ele é meu aconchego é minha paixão é meu cobertor.,sim
1244098,Ela é imponente dona da situação.,sim
1244293,"NÓS ""TÁ"" POR CIMA, ELES TÃO POR BAIXO.",sim
1244397,sofrendo por ela chorando por ela louco de paixão.,sim
1244582,sou o homem ideal.,sim
1244607,Pra você serei sempre o homem ideal.,sim
1244744,E mulher bonita.,sim
1246025,Quando eu vi uma mulher tão diferente.,sim
1246210,"E os meus amigos me dizendo, ela está afim..",sim
1247502,Eu sou um pobre menino rico.,sim
1248088,E ela é violenta.,sim
1248246,Ela é a deusa que passa que deixa sem brilho a lua.,sim
1248248,Com essa deusa menina o amor tem que ser com fúria.,sim
1248249,"Essa menina é bandida, é uma deusa é furacão.",sim
1249794,Imagina ela solteira.,sim
1249871,"Todo homem tá cansado, já chifrou, já foi chifrado.",sim
1249878,Vai atrás de menina loucamente apaixonada.,sim
1249990,Sensual é menina mulher.,sim
1249998,Mas no fundo ela é legal.,sim
1250008,Com outra sou um homem infeliz.,sim
1251281,"Glamurosa, top, ela é capa de revista.",sim
1252340,Em ser uma mãe solteira.,sim
1252428,Eu serei a mulher mais feliz deste mundo.,sim
1253110,Fazer de mim a mulher mais feliz do mundo.,sim
1253371,Quero ser com você um homem amoroso.,sim
1253982,Ela esquece que é moça fiel.,sim
1254544,Quem gosta de homem bonito é viado.,sim
1254787,Se tiver mulher bonita.,sim
1254799,Adão não era viado.,sim
1254993,Que a mulher bonita tem.,sim
1255292,Ele sendo homem direito.,sim
1255958,Tem tantas moças bonitas parece um romper da aurora.,sim
1256161,eu sou um homem muito franco.,sim
1256169,Foi um homem fazendeiro.,sim
1256180,Pois um homem boiadeiro.,sim
1256190,Silvério sendo um homem ativo.,sim
1256495,Ela foi bandida e me abandonou.,sim
1256591,A mulher batia mole.,sim
1256603,"Quem tiver moça bonita,.",sim
1256869,Tem mulher bonita e apaixonado eu to.,sim
1257627,O beijo da mulher goiana.,sim
1257647,Tem muito homem esperto que não trabalha.,sim
1257720,Homem criança que vive sonhando mesmo acordado.,sim
1257782,Mulher boa me balança mas a viola muito mais.,sim
1257944,Pois a meu lado ele não era feliz.,sim
1258677,Mulher bandida.,sim
1259831,Tinha um homem grandalhão.,sim
1259965,A ilusão da moça nova.,sim
1260106,A minha esposa sincera.,sim
1260301,Pureza era bela em sua humildade.,sim
1260305,Pureza era pobre e sofria a pobreza.,sim
1260331,As mulher são igual a cachaça.,sim
1260390,eu vou garantir seu nome pois eu sei que ele é homem.,sim
1260429,Mulher seja preta ou seja branca.,sim
1260431,Por elas preto e branco.,sim
1260465,"E a minha mulher, ela é uma coitada.",sim
1260467,Por moda de viola ela é apaixonada.,sim
1260666,Estão na memória de um moço exigente.,sim
1260720,Amado é pepino japonês.,sim
1260856,Surgiu um moço granfino.,sim
1261099,O meu papo foi furado a mina ficou maluca.,sim
1261133,O pensionista tinha uma filha linda.,sim
1261138,E um homem ativo nem não deu satisfação.,sim
1261218,Antônio foi padrinho.,sim
1262302,Quero uma mulher bonita.,sim
1262382,Deus que moça bruta.,sim
1262849,E casar com mulher velha minha mãe não vai gostar.,sim
1262929,Ele é seu irmão.,sim
1263004,Pensa numa mulher ruim.,sim
1263464,"Conheci um moço pobre, honrado e trabalhador.",sim
1263524,De moças bonitas do rosto corado.,sim
1263533,Formaram equipe de homens direito.,sim
1264069,"Que nada meu chapa, é filha única, bicho!.",sim
1264105,Cheguei a turma pra frente quero ver homem valente.,sim
1264261,O marido bravo desce o porrete.,sim
1264328,Ela será mulher casada.,sim
1264438,Casa com mulher ciumenta os seus gosto pouco atura.,sim
1264467,Disse ao velhinho com o gesto de homem mal.,sim
1264515,Essas moça namorista só garrega fantasia.,sim
1264527,As moças namoradeira eu tenho pena das coitada.,sim
1264565,De um rapaz cortês.,sim
1264573,Quando a minha mãe aflita.,sim
1264600,Eu não sou um bom marido mesmo assim ela me ama.,sim
1264615,Eu sou um homem feliz desde quando eu pus aliança.,sim
1264697,Já fui um moço ciumento fiquei velho fiquei pior.,sim
1264814,Menina moça não chores tanto.,sim
1264842,A menina mais bonita.,sim
1264904,"Veio uma moça linda, nunca vi assim.",sim
1265150,Marido vadio tem desculpa gozada.,sim
1265154,Mulher envelhece fica desbeiçada.,sim
1265161,Mulher ciumenta é o que ele detesta.,sim
1265530,Ela foi muito maldosa.,sim
1265798,"Eu cresci e mudei, ela sim sempre linda e bela.",sim
1266127,Cheio de mulher bonita e minhas modas ponteando.,sim
1266171,"Ela é moderna, é patricinha.",sim
1266384,Na minha teoria ela é a prática.,sim
1266900,Deus que mulher bandida.,sim
1267024,Se a filha for bonita.,sim
1267129,Mulher ingrata vai dormir na rua..,sim
1267292,A senhora muito triste.,sim
1268018,A mãe é muito mancinha.,sim
1268019,Mas a filha é muito braba.,sim
1268038,Veja que mulher bonita.,sim
1268309,Com moço pobre eu não caso.,sim
1268610,"Você era uma menina feia, de chinelinhos nos pés.",sim
1268629,"O tempo transformou, aquela menina feia.",sim
1268633,seu marido apaixonado cheio de amor e fé.,sim
1268746,"Ela é pura emoção, aah aah pura emoção.",sim
1269555,Mas o homem estava morto tinha sido castigado.,sim
1269562,Mas ela é verdadeira só o bom caminho ensina.,sim
1269566,Marido bonito e a mulher faceira.,sim
1269592,Ela é grande na beleza.,sim
1269598,Ela não é estrangeira.,sim
1269599,Ela é brasileira pura.,sim
1269640,Por ser uma mulher falsa.,sim
1270041,As moças bonitas na sala saiu.,sim
1270044,"Vendo moça bonita, das feia eu desvio.",sim
1270141,Maneco dois homens aventureiro.,sim
1270557,Eu já vi homem valente.,sim
1270596,Cantando vou defendê menina namoradeira.,sim
1270904,Enquanto eles vivem felizes.,sim
1271667,Até ontem eu era a mina perfeita.,sim
1272539,Ser homem solteiro.,sim
1273037,Isso é forte demais faz um homem sentir-se incapaz.,sim
1273632,Essa vaneira vai pra todas as meninas carinhosas....,sim
1273633,"Essa vaneira é pra menina carinhosa, que dá beijinho quando a gente sai lá fora,.",sim
1273634,"essa vaneira é pra menina carinhosa, que faz denguinho quando a gente vai embora,.",sim
1273725,Mulher feia é ciumenta.,sim
1273953,"Eita mulher difícil, complicada assim não há,.",sim
1273975,"Pra beijar minha mãe velha, minha prenda e os meus piás..",sim
1274714,"Ela é sol a meia noite, ela é luz do horizonte.",sim
1274993,"Sereia é coisa de mar, mulher é coisa de bar.",sim
1275506,Ela é luz do horizonte.,sim
1275964,Tem tanta mulher boa por ai jogada fora.,sim
1275971,Gosto de mulher comum.,sim
1276423,"E se a cerveja está gelada, ela fica mais bonita.",sim
1276829,Ela é inteira e quer alguém.,sim
1276994,Com ela sou feliz.,sim
1278123,Menina morena.,sim
1278188,"Menina linda, tão bela.",sim
